"Activity" "Subject" "Measurement" "Average"
"Walking" 26 "TimeGravityAccMeanY" -0.133922185084746
"Walking" 27 "TimeGravityAccMeanY" -0.187497034561404
"Walking" 28 "TimeGravityAccMeanY" -0.229316151481481
"Walking" 29 "TimeGravityAccMeanY" -0.127318078679245
"Walking" 30 "TimeGravityAccMeanY" -0.157673823846154
"WalkingUpstairs" 1 "TimeGravityAccMeanY" -0.362153364339623
"WalkingUpstairs" 2 "TimeGravityAccMeanY" -0.416214890416667
"WalkingUpstairs" 3 "TimeGravityAccMeanY" -0.382851153728814
"WalkingUpstairs" 4 "TimeGravityAccMeanY" -0.232944304615385
"WalkingUpstairs" 5 "TimeGravityAccMeanY" -0.265942569148936
"WalkingUpstairs" 6 "TimeGravityAccMeanY" -0.340732608823529
"WalkingUpstairs" 7 "TimeGravityAccMeanY" -0.240950944117647
"WalkingUpstairs" 8 "TimeGravityAccMeanY" -0.291341491707317
"WalkingUpstairs" 9 "TimeGravityAccMeanY" -0.0377947824285714
"WalkingUpstairs" 10 "TimeGravityAccMeanY" -0.0565670278723404
"WalkingUpstairs" 11 "TimeGravityAccMeanY" -0.343576924814815
"WalkingUpstairs" 12 "TimeGravityAccMeanY" -0.259144202692308
"WalkingUpstairs" 13 "TimeGravityAccMeanY" -0.357404501636364
"WalkingUpstairs" 14 "TimeGravityAccMeanY" -0.322680364814815
"WalkingUpstairs" 15 "TimeGravityAccMeanY" -0.3149610125
"WalkingUpstairs" 16 "TimeGravityAccMeanY" -0.0805926025490196
"WalkingUpstairs" 17 "TimeGravityAccMeanY" -0.284153753333333
"WalkingUpstairs" 18 "TimeGravityAccMeanY" -0.316619946206897
"WalkingUpstairs" 19 "TimeGravityAccMeanY" -0.3871007085
"WalkingUpstairs" 20 "TimeGravityAccMeanY" -0.479894842941176
"WalkingUpstairs" 21 "TimeGravityAccMeanY" -0.432309617446809
"WalkingUpstairs" 22 "TimeGravityAccMeanY" -0.33682691
"WalkingUpstairs" 23 "TimeGravityAccMeanY" -0.214481808235294
"WalkingUpstairs" 24 "TimeGravityAccMeanY" -0.237498409152542
"WalkingUpstairs" 25 "TimeGravityAccMeanY" -0.217641282461538
"WalkingUpstairs" 26 "TimeGravityAccMeanY" -0.246169656181818
"WalkingUpstairs" 27 "TimeGravityAccMeanY" -0.229278659607843
"WalkingUpstairs" 28 "TimeGravityAccMeanY" -0.333223996666667
"WalkingUpstairs" 29 "TimeGravityAccMeanY" -0.227120125306122
"WalkingUpstairs" 30 "TimeGravityAccMeanY" -0.226647292153846
"WalkingDownstairs" 1 "TimeGravityAccMeanY" -0.266610338979592
"WalkingDownstairs" 2 "TimeGravityAccMeanY" -0.325780100638298
"WalkingDownstairs" 3 "TimeGravityAccMeanY" -0.228829214285714
"WalkingDownstairs" 4 "TimeGravityAccMeanY" -0.0620852772955556
"WalkingDownstairs" 5 "TimeGravityAccMeanY" -0.0607578318319149
"WalkingDownstairs" 6 "TimeGravityAccMeanY" -0.214046334375
"WalkingDownstairs" 7 "TimeGravityAccMeanY" -0.12987167306383
"WalkingDownstairs" 8 "TimeGravityAccMeanY" -0.187610243421053
"WalkingDownstairs" 9 "TimeGravityAccMeanY" -0.0352304645104762
"WalkingDownstairs" 10 "TimeGravityAccMeanY" -0.0646160768947368
"WalkingDownstairs" 11 "TimeGravityAccMeanY" -0.200321942608696
"WalkingDownstairs" 12 "TimeGravityAccMeanY" -0.178702175434783
"WalkingDownstairs" 13 "TimeGravityAccMeanY" -0.211555112553191
"WalkingDownstairs" 14 "TimeGravityAccMeanY" -0.264254674666667
"WalkingDownstairs" 15 "TimeGravityAccMeanY" -0.167462317142857
"WalkingDownstairs" 16 "TimeGravityAccMeanY" -0.0584832676382979
"WalkingDownstairs" 17 "TimeGravityAccMeanY" -0.151077057652174
"WalkingDownstairs" 18 "TimeGravityAccMeanY" -0.225809125454545
"WalkingDownstairs" 19 "TimeGravityAccMeanY" -0.215018042307692
"WalkingDownstairs" 20 "TimeGravityAccMeanY" -0.277419718666667
"WalkingDownstairs" 21 "TimeGravityAccMeanY" -0.356673289555556
"WalkingDownstairs" 22 "TimeGravityAccMeanY" -0.222215179444444
"WalkingDownstairs" 23 "TimeGravityAccMeanY" -0.110028841648148
"WalkingDownstairs" 24 "TimeGravityAccMeanY" -0.128326710927273
"WalkingDownstairs" 25 "TimeGravityAccMeanY" -0.0724270175862069
"WalkingDownstairs" 26 "TimeGravityAccMeanY" -0.0799003729
"WalkingDownstairs" 27 "TimeGravityAccMeanY" -0.166938774772727
"WalkingDownstairs" 28 "TimeGravityAccMeanY" -0.235897105217391
"WalkingDownstairs" 29 "TimeGravityAccMeanY" -0.0760962952291667
"WalkingDownstairs" 30 "TimeGravityAccMeanY" -0.126710371903226
"Sitting" 1 "TimeGravityAccMeanY" 0.204411592680851
"Sitting" 2 "TimeGravityAccMeanY" -0.105630024498783
"Sitting" 3 "TimeGravityAccMeanY" 0.127303379245962
"Sitting" 4 "TimeGravityAccMeanY" 0.211622539936894
"Sitting" 5 "TimeGravityAccMeanY" 0.168445524
"Sitting" 6 "TimeGravityAccMeanY" 0.0682628663363636
"Sitting" 7 "TimeGravityAccMeanY" 0.00608846646041667
"Sitting" 8 "TimeGravityAccMeanY" 0.240095117065217
"Sitting" 9 "TimeGravityAccMeanY" -0.0414258228938
"Sitting" 10 "TimeGravityAccMeanY" -0.041260775
"Sitting" 11 "TimeGravityAccMeanY" 0.213716305739623
"Sitting" 12 "TimeGravityAccMeanY" 0.0830509010823529
"Sitting" 13 "TimeGravityAccMeanY" 0.101769752489796
"Sitting" 14 "TimeGravityAccMeanY" -0.0364533962277778
"Sitting" 15 "TimeGravityAccMeanY" 0.210849305016949
"Sitting" 16 "TimeGravityAccMeanY" -0.086588253942029
"Sitting" 17 "TimeGravityAccMeanY" -0.002814673171875
"Sitting" 18 "TimeGravityAccMeanY" 0.12988647622807
"Sitting" 19 "TimeGravityAccMeanY" 0.360343534657534
"Sitting" 20 "TimeGravityAccMeanY" 0.0733385412878788
"Sitting" 21 "TimeGravityAccMeanY" 0.0215206708823529
"Sitting" 22 "TimeGravityAccMeanY" 0.208553884
"Sitting" 23 "TimeGravityAccMeanY" 0.1217510625
"Sitting" 24 "TimeGravityAccMeanY" 0.182254651955882
"Sitting" 25 "TimeGravityAccMeanY" 0.208287142261538
"Sitting" 26 "TimeGravityAccMeanY" 0.223105562025641
"Sitting" 27 "TimeGravityAccMeanY" 0.212947021371429
"Sitting" 28 "TimeGravityAccMeanY" -0.112596728361111
"Sitting" 29 "TimeGravityAccMeanY" 0.1556594569
"Sitting" 30 "TimeGravityAccMeanY" 0.114588392624871
"Standing" 1 "TimeGravityAccMeanY" -0.272983832264151
"Standing" 2 "TimeGravityAccMeanY" -0.370062696851852
"Standing" 3 "TimeGravityAccMeanY" -0.301735130327869
"Standing" 4 "TimeGravityAccMeanY" -0.0759009061071429
"Standing" 5 "TimeGravityAccMeanY" -0.03871012665
"Standing" 6 "TimeGravityAccMeanY" -0.230251036140351
"Standing" 7 "TimeGravityAccMeanY" -0.117607048924528
"Standing" 8 "TimeGravityAccMeanY" -0.0904603488214815
"Standing" 9 "TimeGravityAccMeanY" -0.010383816474
"Standing" 10 "TimeGravityAccMeanY" -0.0431597830454545
"Standing" 11 "TimeGravityAccMeanY" -0.173082704680851
"Standing" 12 "TimeGravityAccMeanY" -0.21886535557377
"Standing" 13 "TimeGravityAccMeanY" -0.239943146315789
"Standing" 14 "TimeGravityAccMeanY" -0.226692231166667
"Standing" 15 "TimeGravityAccMeanY" -0.164713175490566
"Standing" 16 "TimeGravityAccMeanY" -0.0578867045
"Standing" 17 "TimeGravityAccMeanY" -0.257486817948718
"Standing" 18 "TimeGravityAccMeanY" -0.204206320958904
"Standing" 19 "TimeGravityAccMeanY" -0.223897807808219
"Standing" 20 "TimeGravityAccMeanY" -0.305938716712329
"Standing" 21 "TimeGravityAccMeanY" -0.346155558876404
"Standing" 22 "TimeGravityAccMeanY" -0.226418773650794
"Standing" 23 "TimeGravityAccMeanY" -0.117401359697059
"Standing" 24 "TimeGravityAccMeanY" -0.145201300942029
"Standing" 25 "TimeGravityAccMeanY" -0.159316786486486
"Standing" 26 "TimeGravityAccMeanY" -0.140315421824324
"Standing" 27 "TimeGravityAccMeanY" -0.188504847375
"Standing" 28 "TimeGravityAccMeanY" -0.247656166582278
"Standing" 29 "TimeGravityAccMeanY" -0.05848715356
"Standing" 30 "TimeGravityAccMeanY" -0.100296804186441
"Laying" 1 "TimeGravityAccMeanY" 0.70554977346
"Laying" 2 "TimeGravityAccMeanY" 0.752536639375
"Laying" 3 "TimeGravityAccMeanY" 0.837032099677419
"Laying" 4 "TimeGravityAccMeanY" 0.915165104259259
"Laying" 5 "TimeGravityAccMeanY" 0.954890346153846
"Laying" 6 "TimeGravityAccMeanY" 0.956593814210526
"Laying" 7 "TimeGravityAccMeanY" 0.393444278076923
"Laying" 8 "TimeGravityAccMeanY" 0.589922434814815
"Laying" 9 "TimeGravityAccMeanY" -0.1191541962
"Laying" 10 "TimeGravityAccMeanY" -0.139297681034483
"Laying" 11 "TimeGravityAccMeanY" 0.943017941403509
"Laying" 12 "TimeGravityAccMeanY" 0.8033788345
"Laying" 13 "TimeGravityAccMeanY" 0.656400944354839
"Laying" 14 "TimeGravityAccMeanY" 0.48539692745098
"Laying" 15 "TimeGravityAccMeanY" 0.899242553055556
"Laying" 16 "TimeGravityAccMeanY" -0.0199270225714286
"Laying" 17 "TimeGravityAccMeanY" 0.658792072253521
"Laying" 18 "TimeGravityAccMeanY" 0.719755403692308
"Laying" 19 "TimeGravityAccMeanY" 0.725646622771084
"Laying" 20 "TimeGravityAccMeanY" 0.864882956617647
"Laying" 21 "TimeGravityAccMeanY" 0.599992678
"Laying" 22 "TimeGravityAccMeanY" 0.632484075694444
"Laying" 23 "TimeGravityAccMeanY" 0.438434067361111
"Laying" 24 "TimeGravityAccMeanY" 0.738430699305556
"Laying" 25 "TimeGravityAccMeanY" 0.620658919917808
"Laying" 26 "TimeGravityAccMeanY" 0.803015011578947
"Laying" 27 "TimeGravityAccMeanY" 0.567879494054054
"Laying" 28 "TimeGravityAccMeanY" 0.1440732745
"Laying" 29 "TimeGravityAccMeanY" 0.807535373478261
"Laying" 30 "TimeGravityAccMeanY" 0.732661247714286
"Walking" 1 "TimeGravityAccMeanZ" -0.068102864
"Walking" 2 "TimeGravityAccMeanZ" 0.0847270871186441
"Walking" 3 "TimeGravityAccMeanZ" -0.138107866258621
"Walking" 4 "TimeGravityAccMeanZ" 0.127764112666667
"Walking" 5 "TimeGravityAccMeanZ" 0.00247623628392857
"Walking" 6 "TimeGravityAccMeanZ" 0.0331888826842105
"Walking" 7 "TimeGravityAccMeanZ" -0.160846924029807
"Walking" 8 "TimeGravityAccMeanZ" -0.186267836962021
"Walking" 9 "TimeGravityAccMeanZ" -0.115856121080385
"Walking" 10 "TimeGravityAccMeanZ" 0.0549276242264151
"Walking" 11 "TimeGravityAccMeanZ" 0.134053215101695
"Walking" 12 "TimeGravityAccMeanZ" -0.03608428788
"Walking" 13 "TimeGravityAccMeanZ" -0.131299718666667
"Walking" 14 "TimeGravityAccMeanZ" -0.422495268474576
"Walking" 15 "TimeGravityAccMeanZ" 0.0757356734814815
"Walking" 16 "TimeGravityAccMeanZ" -0.217351194313725
"Walking" 17 "TimeGravityAccMeanZ" -0.190265949622951
"Walking" 18 "TimeGravityAccMeanZ" -0.0609313415892857
"Walking" 19 "TimeGravityAccMeanZ" -0.0898428797307692
"Walking" 20 "TimeGravityAccMeanZ" -0.035130214
"Walking" 21 "TimeGravityAccMeanZ" -0.220947960192308
"Walking" 22 "TimeGravityAccMeanZ" 0.0233780056086957
"Walking" 23 "TimeGravityAccMeanZ" -0.160763360338983
"Walking" 24 "TimeGravityAccMeanZ" -0.140910029827586
"Walking" 25 "TimeGravityAccMeanZ" 0.188416273486486
"Walking" 26 "TimeGravityAccMeanZ" 0.108738699508475
"Walking" 27 "TimeGravityAccMeanZ" -0.126210937305263
"Walking" 28 "TimeGravityAccMeanZ" -0.125912861222222
"Walking" 29 "TimeGravityAccMeanZ" 0.0955792142264151
"Walking" 30 "TimeGravityAccMeanZ" -0.00392556384476923
"WalkingUpstairs" 1 "TimeGravityAccMeanZ" -0.075402939754717
"WalkingUpstairs" 2 "TimeGravityAccMeanZ" -0.195888238891667
"WalkingUpstairs" 3 "TimeGravityAccMeanZ" -0.162943955254237
"WalkingUpstairs" 4 "TimeGravityAccMeanZ" 0.0841675382884615
"WalkingUpstairs" 5 "TimeGravityAccMeanZ" -0.0232035364248936
"WalkingUpstairs" 6 "TimeGravityAccMeanZ" -0.0184608964392157
"WalkingUpstairs" 7 "TimeGravityAccMeanZ" -0.403599709607843
"WalkingUpstairs" 8 "TimeGravityAccMeanZ" -0.192306960631707
"WalkingUpstairs" 9 "TimeGravityAccMeanZ" -0.266009866857143
"WalkingUpstairs" 10 "TimeGravityAccMeanZ" 0.0227527702016383
"WalkingUpstairs" 11 "TimeGravityAccMeanZ" 0.146633747092593
"WalkingUpstairs" 12 "TimeGravityAccMeanZ" -0.0702503820961538
"WalkingUpstairs" 13 "TimeGravityAccMeanZ" -0.207507170584727
"WalkingUpstairs" 14 "TimeGravityAccMeanZ" -0.49508872037037
"WalkingUpstairs" 15 "TimeGravityAccMeanZ" 0.0811803405
"WalkingUpstairs" 16 "TimeGravityAccMeanZ" -0.379059698039216
"WalkingUpstairs" 17 "TimeGravityAccMeanZ" -0.298171464166667
"WalkingUpstairs" 18 "TimeGravityAccMeanZ" -0.106112549189655
"WalkingUpstairs" 19 "TimeGravityAccMeanZ" -0.2210087627
"WalkingUpstairs" 20 "TimeGravityAccMeanZ" -0.130117634791765
"WalkingUpstairs" 21 "TimeGravityAccMeanZ" -0.309735038510638
"WalkingUpstairs" 22 "TimeGravityAccMeanZ" -0.0957978990316667
"WalkingUpstairs" 23 "TimeGravityAccMeanZ" -0.35593445
"WalkingUpstairs" 24 "TimeGravityAccMeanZ" -0.227134869152542
"WalkingUpstairs" 25 "TimeGravityAccMeanZ" 0.108230986684615
"WalkingUpstairs" 26 "TimeGravityAccMeanZ" -0.00199310572363636
"WalkingUpstairs" 27 "TimeGravityAccMeanZ" -0.294642640196078
"WalkingUpstairs" 28 "TimeGravityAccMeanZ" -0.265207858431373
"WalkingUpstairs" 29 "TimeGravityAccMeanZ" 0.0443786011771429
"WalkingUpstairs" 30 "TimeGravityAccMeanZ" -0.0221401100714154
"WalkingDownstairs" 1 "TimeGravityAccMeanZ" -0.0621199585938775
"WalkingDownstairs" 2 "TimeGravityAccMeanZ" -0.0438890162723404
"WalkingDownstairs" 3 "TimeGravityAccMeanZ" -0.102352758040816
"WalkingDownstairs" 4 "TimeGravityAccMeanZ" 0.148714808888889
"WalkingDownstairs" 5 "TimeGravityAccMeanZ" 0.0216777910246191
"WalkingDownstairs" 6 "TimeGravityAccMeanZ" -0.00307981704708333
"WalkingDownstairs" 7 "TimeGravityAccMeanZ" -0.154935538544681
"WalkingDownstairs" 8 "TimeGravityAccMeanZ" -0.141817934963684
"WalkingDownstairs" 9 "TimeGravityAccMeanZ" -0.082276174942619
"WalkingDownstairs" 10 "TimeGravityAccMeanZ" 0.0418715409263158
"WalkingDownstairs" 11 "TimeGravityAccMeanZ" 0.132371684891304
"WalkingDownstairs" 12 "TimeGravityAccMeanZ" -0.0561050624630435
"WalkingDownstairs" 13 "TimeGravityAccMeanZ" -0.0950820341687234
"WalkingDownstairs" 14 "TimeGravityAccMeanZ" -0.392555882222222
"WalkingDownstairs" 15 "TimeGravityAccMeanZ" 0.0788822410992857
"WalkingDownstairs" 16 "TimeGravityAccMeanZ" -0.225382496382979
"WalkingDownstairs" 17 "TimeGravityAccMeanZ" -0.160962985956522
"WalkingDownstairs" 18 "TimeGravityAccMeanZ" -0.0493636733454545
"WalkingDownstairs" 19 "TimeGravityAccMeanZ" -0.126146868942821
"WalkingDownstairs" 20 "TimeGravityAccMeanZ" -0.0282591579777778
"WalkingDownstairs" 21 "TimeGravityAccMeanZ" -0.187870253333333
"WalkingDownstairs" 22 "TimeGravityAccMeanZ" 0.0412987957222222
"WalkingDownstairs" 23 "TimeGravityAccMeanZ" -0.153671532259259
"WalkingDownstairs" 24 "TimeGravityAccMeanZ" -0.140123155018182
"WalkingDownstairs" 25 "TimeGravityAccMeanZ" 0.21879595837931
"WalkingDownstairs" 26 "TimeGravityAccMeanZ" 0.1539063202
"WalkingDownstairs" 27 "TimeGravityAccMeanZ" -0.140047614122727
"WalkingDownstairs" 28 "TimeGravityAccMeanZ" -0.121477255782609
"WalkingDownstairs" 29 "TimeGravityAccMeanZ" 0.0919650454166667
"WalkingDownstairs" 30 "TimeGravityAccMeanZ" 0.0288081674653226
"Sitting" 1 "TimeGravityAccMeanZ" 0.332043702765957
"Sitting" 2 "TimeGravityAccMeanZ" 0.19872676876087
"Sitting" 3 "TimeGravityAccMeanZ" 0.139020582461538
"Sitting" 4 "TimeGravityAccMeanZ" 0.11012048108
"Sitting" 5 "TimeGravityAccMeanZ" 0.143006857611364
"Sitting" 6 "TimeGravityAccMeanZ" 0.0695219657167273
"Sitting" 7 "TimeGravityAccMeanZ" 0.0649636250354167
"Sitting" 8 "TimeGravityAccMeanZ" 0.263895185521739
"Sitting" 9 "TimeGravityAccMeanZ" 0.085263099144
"Sitting" 10 "TimeGravityAccMeanZ" 0.20253457287037
"Sitting" 11 "TimeGravityAccMeanZ" 0.188531695981132
"Sitting" 12 "TimeGravityAccMeanZ" 0.0885640696078431
"Sitting" 13 "TimeGravityAccMeanZ" 0.0757773858163265
"Sitting" 14 "TimeGravityAccMeanZ" -0.0945970534814815
"Sitting" 15 "TimeGravityAccMeanZ" 0.00281565980440678
"Sitting" 16 "TimeGravityAccMeanZ" 0.0892682200463768
"Sitting" 17 "TimeGravityAccMeanZ" -0.135803881679687
"Sitting" 18 "TimeGravityAccMeanZ" 0.161877417894737
"Sitting" 19 "TimeGravityAccMeanZ" 0.489126594657534
"Sitting" 20 "TimeGravityAccMeanZ" 0.151679135228788
"Sitting" 21 "TimeGravityAccMeanZ" -0.0567766060705882
"Sitting" 22 "TimeGravityAccMeanZ" 0.315551492322581
"Sitting" 23 "TimeGravityAccMeanZ" 0.0630111556279412
"Sitting" 24 "TimeGravityAccMeanZ" 0.109559621020588
"Sitting" 25 "TimeGravityAccMeanZ" 0.167140956385077
"Sitting" 26 "TimeGravityAccMeanZ" 0.314387627435897
"Sitting" 27 "TimeGravityAccMeanZ" 0.276417431042857
"Sitting" 28 "TimeGravityAccMeanZ" 0.135402566816667
"Sitting" 29 "TimeGravityAccMeanZ" 0.286256063666667
"Sitting" 30 "TimeGravityAccMeanZ" 0.34476602
"Standing" 1 "TimeGravityAccMeanZ" 0.0134905823226415
"Standing" 2 "TimeGravityAccMeanZ" 0.129747161222222
"Standing" 3 "TimeGravityAccMeanZ" 0.024763106752459
"Standing" 4 "TimeGravityAccMeanZ" 0.166893825946429
"Standing" 5 "TimeGravityAccMeanZ" 0.138638436607143
"Standing" 6 "TimeGravityAccMeanZ" 0.0139193473596491
"Standing" 7 "TimeGravityAccMeanZ" -0.0516573721320755
"Standing" 8 "TimeGravityAccMeanZ" -0.0979392024814815
"Standing" 9 "TimeGravityAccMeanZ" 0.00914769235555555
"Standing" 10 "TimeGravityAccMeanZ" 0.0346980210431818
"Standing" 11 "TimeGravityAccMeanZ" 0.127198423404255
"Standing" 12 "TimeGravityAccMeanZ" -0.0395382767304918
"Standing" 13 "TimeGravityAccMeanZ" -0.0524856614035088
"Standing" 14 "TimeGravityAccMeanZ" -0.338174888666667
"Standing" 15 "TimeGravityAccMeanZ" 0.0645975994528302
"Standing" 16 "TimeGravityAccMeanZ" -0.166737468166667
"Standing" 17 "TimeGravityAccMeanZ" -0.202687757012821
"Standing" 18 "TimeGravityAccMeanZ" -0.0485767106575342
"Standing" 19 "TimeGravityAccMeanZ" 0.130643717849315
"Standing" 20 "TimeGravityAccMeanZ" 0.0708655286023288
"Standing" 21 "TimeGravityAccMeanZ" -0.207685689775281
"Standing" 22 "TimeGravityAccMeanZ" 0.0323824977714286
"Standing" 23 "TimeGravityAccMeanZ" -0.223631180906765
"Standing" 24 "TimeGravityAccMeanZ" -0.0530585403536232
"Standing" 25 "TimeGravityAccMeanZ" 0.201182106486486
"Standing" 26 "TimeGravityAccMeanZ" 0.0884142682297297
"Standing" 27 "TimeGravityAccMeanZ" -0.00557416876082625
"Standing" 28 "TimeGravityAccMeanZ" -0.0385830501632911
"Standing" 29 "TimeGravityAccMeanZ" 0.0316145849747692
"Standing" 30 "TimeGravityAccMeanZ" 0.0243044362542373
"Laying" 1 "TimeGravityAccMeanZ" 0.4458177198
"Laying" 2 "TimeGravityAccMeanZ" 0.646834879583333
"Laying" 3 "TimeGravityAccMeanZ" 0.48870318516129
"Laying" 4 "TimeGravityAccMeanZ" 0.341531310555556
"Laying" 5 "TimeGravityAccMeanZ" 0.263644691923077
"Laying" 6 "TimeGravityAccMeanZ" 0.175867709021053
"Laying" 7 "TimeGravityAccMeanZ" 0.907537823461538
"Laying" 8 "TimeGravityAccMeanZ" 0.719831539259259
"Laying" 9 "TimeGravityAccMeanZ" 0.9578730416
"Laying" 10 "TimeGravityAccMeanZ" -0.031121624137931
"Laying" 11 "TimeGravityAccMeanZ" 0.112620189964912
"Laying" 12 "TimeGravityAccMeanZ" 0.2750431984
"Laying" 13 "TimeGravityAccMeanZ" 0.598884988709677
"Laying" 14 "TimeGravityAccMeanZ" 0.83656291
"Laying" 15 "TimeGravityAccMeanZ" -0.0369192905555556
"Laying" 16 "TimeGravityAccMeanZ" 0.893884468571429
"Laying" 17 "TimeGravityAccMeanZ" 0.722657502112676
"Laying" 18 "TimeGravityAccMeanZ" 0.605495317692308
"Laying" 19 "TimeGravityAccMeanZ" 0.68762385253012
"Laying" 20 "TimeGravityAccMeanZ" 0.477573305
"Laying" 21 "TimeGravityAccMeanZ" 0.788251027111111
"Laying" 22 "TimeGravityAccMeanZ" 0.771903907083333
"Laying" 23 "TimeGravityAccMeanZ" 0.918782825277778
"Laying" 24 "TimeGravityAccMeanZ" 0.683839909722222
"Laying" 25 "TimeGravityAccMeanZ" 0.526353818315068
"Laying" 26 "TimeGravityAccMeanZ" 0.614523405921053
"Laying" 27 "TimeGravityAccMeanZ" 0.84539238027027
"Laying" 28 "TimeGravityAccMeanZ" 0.0157570025
"Laying" 29 "TimeGravityAccMeanZ" 0.590452224057971
"Laying" 30 "TimeGravityAccMeanZ" 0.681459210714286
"Walking" 1 "TimeGravityAccStdX" -0.976609642526316
"Walking" 2 "TimeGravityAccStdX" -0.972693201355932
"Walking" 3 "TimeGravityAccStdX" -0.97777159137931
"Walking" 4 "TimeGravityAccStdX" -0.983826494833333
"Walking" 5 "TimeGravityAccStdX" -0.979348381428571
"Walking" 6 "TimeGravityAccStdX" -0.977779896491228
"Walking" 7 "TimeGravityAccStdX" -0.979851271403509
"Walking" 8 "TimeGravityAccStdX" -0.974752050208333
"Walking" 9 "TimeGravityAccStdX" -0.980971973653846
"Walking" 10 "TimeGravityAccStdX" -0.974435158113208
"Walking" 11 "TimeGravityAccStdX" -0.98110101440678
"Walking" 12 "TimeGravityAccStdX" -0.97911312
"Walking" 13 "TimeGravityAccStdX" -0.97254492245614
"Walking" 14 "TimeGravityAccStdX" -0.974816884237288
"Walking" 15 "TimeGravityAccStdX" -0.978397287962963
"Walking" 16 "TimeGravityAccStdX" -0.982469595490196
"Walking" 17 "TimeGravityAccStdX" -0.980983351639344
"Walking" 18 "TimeGravityAccStdX" -0.983010882678571
"Walking" 19 "TimeGravityAccStdX" -0.9698614625
"Walking" 20 "TimeGravityAccStdX" -0.970327266470588
"Walking" 21 "TimeGravityAccStdX" -0.969576355384615
"Walking" 22 "TimeGravityAccStdX" -0.969643448043478
"Walking" 23 "TimeGravityAccStdX" -0.977230903898305
"Walking" 24 "TimeGravityAccStdX" -0.983132400344828
"Walking" 25 "TimeGravityAccStdX" -0.979499263243243
"Walking" 26 "TimeGravityAccStdX" -0.980055651016949
"Walking" 27 "TimeGravityAccStdX" -0.979866136842105
"Walking" 28 "TimeGravityAccStdX" -0.976693902592593
"Walking" 29 "TimeGravityAccStdX" -0.978253538867925
"Walking" 30 "TimeGravityAccStdX" -0.979752466923077
"WalkingUpstairs" 1 "TimeGravityAccStdX" -0.956367027924528
"WalkingUpstairs" 2 "TimeGravityAccStdX" -0.934407739791667
"WalkingUpstairs" 3 "TimeGravityAccStdX" -0.944040819322034
"WalkingUpstairs" 4 "TimeGravityAccStdX" -0.958495235576923
"WalkingUpstairs" 5 "TimeGravityAccStdX" -0.95357996893617
"WalkingUpstairs" 6 "TimeGravityAccStdX" -0.959399425098039
"WalkingUpstairs" 7 "TimeGravityAccStdX" -0.932823053333333
"WalkingUpstairs" 8 "TimeGravityAccStdX" -0.926673287804878
"WalkingUpstairs" 9 "TimeGravityAccStdX" -0.954383557142857
"WalkingUpstairs" 10 "TimeGravityAccStdX" -0.959216072340425
"WalkingUpstairs" 11 "TimeGravityAccStdX" -0.953463105740741
"WalkingUpstairs" 12 "TimeGravityAccStdX" -0.960246289807692
"WalkingUpstairs" 13 "TimeGravityAccStdX" -0.946441502363636
"WalkingUpstairs" 14 "TimeGravityAccStdX" -0.928523640925926
"WalkingUpstairs" 15 "TimeGravityAccStdX" -0.952562395625
"WalkingUpstairs" 16 "TimeGravityAccStdX" -0.948413552745098
"WalkingUpstairs" 17 "TimeGravityAccStdX" -0.949460372291667
"WalkingUpstairs" 18 "TimeGravityAccStdX" -0.961738807068966
"WalkingUpstairs" 19 "TimeGravityAccStdX" -0.916495992
"WalkingUpstairs" 20 "TimeGravityAccStdX" -0.931405014313725
"WalkingUpstairs" 21 "TimeGravityAccStdX" -0.940911635531915
"WalkingUpstairs" 22 "TimeGravityAccStdX" -0.94063384047619
"WalkingUpstairs" 23 "TimeGravityAccStdX" -0.933344481568627
"WalkingUpstairs" 24 "TimeGravityAccStdX" -0.962190567457627
"WalkingUpstairs" 25 "TimeGravityAccStdX" -0.950878450307692
"WalkingUpstairs" 26 "TimeGravityAccStdX" -0.962011392181818
"WalkingUpstairs" 27 "TimeGravityAccStdX" -0.956433874705882
"WalkingUpstairs" 28 "TimeGravityAccStdX" -0.944697800196078
"WalkingUpstairs" 29 "TimeGravityAccStdX" -0.954189013061225
"WalkingUpstairs" 30 "TimeGravityAccStdX" -0.954033624307692
"WalkingDownstairs" 1 "TimeGravityAccStdX" -0.950559811632653
"WalkingDownstairs" 2 "TimeGravityAccStdX" -0.940361759574468
"WalkingDownstairs" 3 "TimeGravityAccStdX" -0.950061129591837
"WalkingDownstairs" 4 "TimeGravityAccStdX" -0.955258881333333
"WalkingDownstairs" 5 "TimeGravityAccStdX" -0.950490938510638
"WalkingDownstairs" 6 "TimeGravityAccStdX" -0.9544062675
"WalkingDownstairs" 7 "TimeGravityAccStdX" -0.964875962978723
"WalkingDownstairs" 8 "TimeGravityAccStdX" -0.945766561578947
"WalkingDownstairs" 9 "TimeGravityAccStdX" -0.952141220714286
"WalkingDownstairs" 10 "TimeGravityAccStdX" -0.939267613157895
"WalkingDownstairs" 11 "TimeGravityAccStdX" -0.954497498695652
"WalkingDownstairs" 12 "TimeGravityAccStdX" -0.959504017391304
"WalkingDownstairs" 13 "TimeGravityAccStdX" -0.952643084042553
"WalkingDownstairs" 14 "TimeGravityAccStdX" -0.919098794
"WalkingDownstairs" 15 "TimeGravityAccStdX" -0.942806478333333
"WalkingDownstairs" 16 "TimeGravityAccStdX" -0.957785118085106
"WalkingDownstairs" 17 "TimeGravityAccStdX" -0.950026242173913
